edge_id;length;gvi;aqi;noises;mdB
457;56.7323;0.18;1.91;{55: 38.81685, 60: 8.95773, 50: 8.95773};57.5
458;56.7323;0.18;1.91;{55: 38.81685, 50: 8.95773, 60: 8.95773};57.5
459;2.4355;0.12;1.88;{60: 2.4355};62.5
460;6.9176;0.36;1.96;{70: 6.91757};72.5
461;18.6542;0.37;1.98;{70: 18.65417};72.5
462;15.4867;0.36;1.98;{70: 15.48674};72.5
463;1.7534;0.04;1.93;{60: 1.75341};62.5
464;14.5417;0.34;1.89;{55: 14.54167};57.5
465;11.4485;0.33;1.89;{55: 11.44845};57.5
466;10.8243;0.09;1.87;{55: 10.82434};57.5
467;35.5815;0.44;1.85;{45: 29.65126, 50: 5.93025};48.3
468;58.2465;0.16;1.9;{60: 58.24654};62.5
469;25.6573;0.13;1.86;{45: 22.80651, 50: 2.85081};48.1
470;6.4288;0.17;1.86;{50: 6.42882};52.5
471;19.9667;0.41;1.86;{50: 19.96669};52.5
472;4.5882;0.35;1.93;{70: 4.58822};72.5
473;10.3176;0.07;1.89;{55: 10.3176};57.5
474;20.7012;0.15;1.9;{65: 20.70118};67.5
475;17.7114;0.16;1.92;{65: 17.71142};67.5
476;27.4193;0.53;1.87;{60: 27.41933};62.5
477;6.4705;0.18;1.91;{65: 6.4705};67.5
478;34.3055;0.16;1.92;{65: 34.30549};67.5
479;2.4081;0.46;1.85;{50: 2.40815};52.5
480;41.0408;0.46;1.86;{45: 20.52038, 50: 20.52038};50.0
481;2.4081;0.46;1.85;{50: 2.40815};52.5
482;11.4423;0.33;1.87;{60: 11.44227};62.5
483;20.3156;0.18;1.97;{70: 20.31564};72.5
484;20.1779;0.18;1.93;{70: 20.17793};72.5
485;49.8753;0.29;1.86;{50: 49.87534};52.5
486;14.7315;0.51;1.86;{50: 8.8389, 45: 5.8926};50.5
487;14.7315;0.51;1.86;{50: 8.8389, 45: 5.8926};50.5
488;2.2997;0.46;1.86;{45: 2.29966};47.5
489;2.2997;0.46;1.86;{45: 2.29966};47.5
490;15.0263;0.37;1.88;{70: 15.02632};72.5
491;63.7783;0.34;1.88;{70: 63.77829};72.5
492;7.6793;0.43;1.87;{45: 7.67932};47.5
493;17.5368;0.18;1.87;{60: 14.61403, 65: 2.92281};63.3
494;17.6981;0.35;1.89;{70: 17.69809};72.5
495;46.1972;0.34;1.9;{70: 46.1972};72.5
496;21.9957;0.18;1.87;{60: 18.85345, 65: 3.14224};63.2
497;2.4655;0.06;1.88;{60: 2.46553};62.5
498;5.586;0.46;1.86;{45: 5.58596};47.5
499;9.5466;0.06;1.88;{60: 9.54661};62.5
500;5.586;0.46;1.86;{45: 5.58596};47.5
501;10.6546;0.59;1.85;{45: 10.65458};47.5
502;8.5283;0.43;1.85;{45: 8.52826};47.5
503;41.0408;0.46;1.86;{50: 20.52038, 45: 20.52038};50.0
504;8.5283;0.43;1.85;{45: 8.52826};47.5
505;11.1022;0.43;1.87;{45: 11.10216};47.5
506;7.6793;0.43;1.87;{45: 7.67932};47.5
507;11.1022;0.43;1.87;{45: 11.10216};47.5
508;2.7948;0.32;1.89;{60: 2.79481};62.5
509;2.7948;0.32;1.89;{60: 2.79481};62.5
510;11.7599;0.1;1.88;{55: 11.75993};57.5
511;40.1958;0.25;1.87;{47: 34.01183, 45: 6.18397};49.2
512;40.1958;0.25;1.87;{47: 34.01183, 45: 6.18397};49.2
513;27.8628;0.33;1.89;{50: 15.47934, 55: 12.38347};54.7
514;55.8704;0.31;1.9;{50: 29.40548, 55: 26.46493};54.9
515;11.5482;0.28;1.9;{70: 8.66111, 65: 2.88704};71.2
516;15.1598;0.33;1.87;{50: 15.15983};52.5
517;52.2009;0.46;1.87;{55: 52.20088};57.5
518;1.5787;0.15;1.88;{55: 1.57874};57.5
519;8.8912;0.15;1.88;{55: 8.89119};57.5
520;13.9251;0.16;1.88;{55: 13.92512};57.5
521;25.7733;0.16;1.87;{55: 25.77335};57.5
522;16.95;0.39;1.89;{55: 14.12501, 60: 2.825};58.3
523;2.3006;0.36;1.87;{55: 2.30063};57.5
524;16.137;0.46;1.88;{50: 16.13699};52.5
525;49.2482;0.41;1.88;{55: 40.0142, 50: 6.15603, 60: 3.07802};57.2
526;12.734;0.45;1.85;{55: 12.73403};57.5
527;6.82;0.24;1.87;{45: 6.81996};47.5
528;38.1165;0.4;1.85;{45: 38.11649};47.5
529;39.6295;0.8;1.87;{55: 39.62948};57.5
530;72.6324;0.84;1.89;{55: 72.63244};57.5
531;5.7678;0.2;2.0;{65: 5.76784};67.5
532;39.6295;0.8;1.87;{55: 39.62948};57.5
533;72.6324;0.84;1.89;{55: 72.63244};57.5
534;7.1816;0.71;1.86;{50: 7.18158};52.5
535;42.4152;0.32;1.86;{50: 36.35585, 55: 6.05931};53.2
536;7.1816;0.71;1.86;{50: 7.18158};52.5
537;6.6405;0.62;1.85;{55: 6.64047};57.5
538;6.6405;0.62;1.85;{55: 6.64047};57.5
539;9.0322;0.11;1.89;{60: 9.03217};62.5
540;8.9349;0.17;2.0;{75: 8.93489};77.5
541;10.2166;0.1;1.89;{62: 6.81109, 60: 3.40554};63.8
542;4.0872;0.11;1.97;{75: 4.08718};77.5
543;4.0869;0.19;2.08;{70: 4.08687};72.5
544;4.0869;0.19;2.08;{70: 4.08687};72.5
545;5.2199;0.17;1.88;{60: 5.21989};62.5
546;26.3654;0.51;1.86;{55: 20.5064, 50: 5.85897};56.4
547;48.5285;0.21;1.88;{40: 3.03, 45: 45.49545};47.2
548;17.9058;0.19;1.91;{65: 17.90582};67.5
549;19.6965;0.23;1.88;{65: 19.69648};67.5
550;21.4751;0.39;1.93;{75: 21.47513};77.5
551;3.7186;0.32;1.88;{60: 3.71856};62.5
552;62.7726;0.21;2.04;{75: 62.77255};77.5
553;19.0206;0.73;1.85;{50: 19.02063};52.5
554;62.7726;0.21;2.04;{75: 62.77255};77.5
555;3.7694;0.1;1.87;{60: 3.76939};62.5
556;6.4489;0.12;1.87;{55: 6.4489};57.5
557;24.7416;0.36;1.9;{60: 24.74161};62.5
558;19.8381;0.35;1.9;{60: 19.83814};62.5
559;24.7416;0.36;1.9;{60: 24.74161};62.5
560;19.8381;0.35;1.9;{60: 19.83814};62.5
561;13.6905;0.23;1.92;{70: 13.6905};72.5
562;98.7694;0.39;1.89;{70: 98.7694};72.5
563;4.8045;0.19;1.87;{60: 4.8045};62.5
564;21.4719;0.26;1.87;{60: 21.47188};62.5
565;27.3966;0.19;1.87;{55: 27.39662};57.5
566;14.9188;0.5;1.0;{50: 14.91884};52.5
567;14.9188;0.5;1.0;{50: 14.91884};52.5
568;3.6889;0.45;1.86;{50: 3.68892};52.5
569;3.6889;0.45;1.86;{50: 3.68892};52.5
570;58.1806;0.39;1.86;{45: 58.18064};47.5
571;17.0428;0.48;1.87;{45: 17.0428};47.5
572;68.6774;0.38;1.86;{45: 68.67737};47.5
573;31.4904;0.38;1.86;{50: 18.89423, 45: 12.59615};50.5
574;3.9695;0.24;1.87;{55: 3.96947};57.5
575;5.6251;0.39;1.87;{55: 5.62508};57.5
576;30.462;0.09;1.88;{60: 30.46203};62.5
577;3.7923;0.07;1.87;{60: 3.79226};62.5
578;71.4624;0.06;1.87;{60: 62.52964, 55: 8.93281};61.9
579;30.8654;0.09;1.88;{60: 30.86544};62.5
580;16.6402;0.21;2.0;{65: 16.64018};67.5
581;25.2632;0.58;1.84;{45: 15.78952, 50: 9.47371};49.4
582;25.2632;0.58;1.84;{45: 15.78952, 50: 9.47371};49.4
583;4.7729;0.32;1.88;{60: 4.77289};62.5
584;5.9957;0.07;1.88;{50: 2.99785, 55: 2.99785};55.0
585;13.2769;0.21;1.98;{70: 13.27686};72.5
586;6.3043;0.25;1.97;{70: 6.30431};72.5
587;9.0812;0.07;1.88;{60: 9.08121};62.5
588;13.9738;0.25;1.97;{70: 13.97376};72.5
589;29.1479;0.28;1.95;{70: 29.1479};72.5
590;87.2806;0.2;1.96;{75: 87.28061};77.5
591;14.0347;0.22;1.92;{65: 14.03471};67.5
592;96.3233;0.23;1.85;{50: 96.3233};52.5
593;27.3151;0.33;1.87;{50: 27.31509};52.5
594;11.807;0.29;1.87;{50: 11.80703};52.5
595;8.2818;0.09;1.87;{65: 8.28184};67.5
596;7.2507;0.16;1.9;{65: 7.25075};67.5
597;49.5138;0.35;1.0;{65: 49.51377};67.5
598;49.5138;0.35;1.0;{65: 49.51377};67.5
599;4.0625;0.37;1.89;{65: 4.06251};67.5
600;4.0625;0.37;1.89;{65: 4.06251};67.5
601;5.049;0.37;1.89;{65: 5.04899};67.5
602;5.049;0.37;1.89;{65: 5.04899};67.5
603;47.5692;0.29;1.9;{65: 41.62307, 70: 5.94615};68.1
604;47.5692;0.29;1.9;{65: 41.62307, 70: 5.94615};68.1
605;12.5359;0.17;1.94;{65: 12.53588};67.5
606;12.5359;0.17;1.94;{65: 12.53588};67.5
607;12.5359;0.17;1.94;{65: 12.53588};67.5
608;12.5359;0.17;1.94;{65: 12.53588};67.5
609;9.5779;0.19;1.91;{65: 9.57789};67.5
610;9.5779;0.19;1.91;{65: 9.57789};67.5
611;9.5779;0.19;1.91;{65: 9.57789};67.5
612;9.5779;0.19;1.91;{65: 9.57789};67.5
613;3.0889;0.19;1.9;{65: 3.08886};67.5
614;3.0889;0.19;1.9;{65: 3.08886};67.5
615;3.0889;0.19;1.9;{65: 3.08886};67.5
616;3.0889;0.19;1.9;{65: 3.08886};67.5
617;26.2675;0.47;1.88;{60: 26.26753};62.5
618;2.8743;0.33;1.9;{70: 2.87435};72.5
619;46.5645;0.45;1.87;{50: 46.56455};52.5
620;61.3337;0.53;1.87;{50: 61.33369};52.5
621;16.7843;0.45;1.87;{55: 16.78428};57.5
622;23.3465;0.47;1.86;{50: 23.34649};52.5
623;7.7896;0.2;1.86;{50: 7.78957};52.5
624;6.2235;0.13;1.87;{50: 6.2235};52.5
625;18.5951;0.17;1.86;{50: 15.49594, 55: 3.09919};53.3
626;3.2365;0.1;1.0;{50: 3.23648};52.5
627;2.6061;0.11;1.0;{50: 2.60609};52.5
628;3.2365;0.1;1.0;{50: 3.23648};52.5
629;2.6061;0.11;1.0;{50: 2.60609};52.5
630;3.2808;0.11;1.0;{50: 3.28076};52.5
631;2.5942;0.17;1.89;{65: 2.59423};67.5
632;1.2955;0.21;1.86;{55: 1.29547};57.5
633;2.5942;0.17;1.89;{65: 2.59423};67.5
634;4.1897;0.22;1.86;{55: 4.18967};57.5
635;14.1408;0.18;1.89;{65: 14.14081};67.5
636;1.2955;0.21;1.86;{55: 1.29547};57.5
637;4.1897;0.22;1.86;{55: 4.18967};57.5
638;14.1408;0.18;1.89;{65: 14.14081};67.5
639;19.4279;0.2;1.9;{65: 19.42788};67.5
640;3.9894;0.22;1.9;{65: 3.98942};67.5
641;5.0176;0.09;1.0;{55: 5.0176};57.5
642;3.2808;0.11;1.0;{50: 3.28076};52.5
643;5.0176;0.09;1.0;{55: 5.0176};57.5
644;18.5951;0.17;1.86;{50: 15.49594, 55: 3.09919};53.3
645;30.0628;0.43;1.86;{50: 30.06278};52.5
646;30.0628;0.43;1.86;{50: 30.06278};52.5
647;8.2537;0.21;1.9;{65: 8.25371};67.5
648;2.7546;0.22;1.9;{65: 2.75456};67.5
649;8.2537;0.21;1.9;{65: 8.25371};67.5
650;32.1264;0.19;1.86;{45: 26.28522, 50: 5.84116};48.4
651;3.9894;0.22;1.9;{65: 3.98942};67.5
652;32.1264;0.19;1.86;{45: 26.28522, 50: 5.84116};48.4
653;2.7546;0.22;1.9;{65: 2.75456};67.5
654;19.4279;0.2;1.9;{65: 19.42788};67.5
655;7.7896;0.2;1.86;{50: 7.78957};52.5
656;23.3465;0.47;1.86;{50: 23.34649};52.5
657;78.8383;0.25;1.94;{65: 78.83833};67.5
658;27.3793;0.21;1.97;{70: 18.25285, 65: 9.12642};70.8
659;37.2305;0.1;1.86;{40: 34.13, 45: 3.10254};42.9
660;10.3444;0.23;1.98;{70: 6.89626, 65: 3.44813};70.8
661;12.7889;0.12;1.86;{45: 12.78887};47.5
662;53.6956;0.45;1.88;{50: 53.69557};52.5
663;4.2746;0.11;2.0;{70: 4.27461};72.5
664;3.3918;0.11;1.97;{70: 3.39181};72.5
665;13.9738;0.25;1.97;{70: 13.97376};72.5
666;29.1479;0.28;1.95;{70: 29.1479};72.5
667;4.0492;0.26;1.88;{50: 4.04921};52.5
668;3.0085;0.38;1.88;{50: 3.00846};52.5
669;26.7369;0.47;1.88;{50: 23.76611, 45: 2.97076};51.9
670;62.8082;0.08;1.87;{60: 62.80818};62.5
671;25.7409;0.26;1.9;{70: 25.74091};72.5
672;6.1142;0.22;1.9;{65: 6.11424};67.5
673;27.5752;0.29;1.92;{70: 27.57525};72.5
674;15.8549;0.22;1.95;{70: 15.85491};72.5
675;3.8572;0.24;1.89;{50: 3.85715};52.5
676;42.7156;0.14;1.87;{55: 42.71564};57.5
677;7.8313;0.06;1.86;{50: 7.83129};52.5
678;9.0167;0.11;1.87;{55: 9.01669};57.5
679;18.3186;0.12;1.87;{55: 18.31864};57.5
680;4.785;0.07;1.87;{50: 4.78497};52.5
681;115.9156;0.33;1.96;{70: 115.91556};72.5
682;4.5665;0.08;1.86;{50: 4.56654};52.5
683;5.115;0.43;1.87;{55: 5.11498};57.5
684;8.9582;0.21;2.01;{75: 8.95819};77.5
685;8.2126;0.27;1.86;{45: 8.21261};47.5
686;9.1983;0.22;2.01;{75: 9.19831};77.5
687;32.6756;0.3;1.86;{45: 32.67564};47.5
688;41.1308;0.13;1.0;{50: 41.13082};52.5
689;6.838;0.13;1.86;{50: 6.83804};52.5
690;43.9293;0.19;1.87;{40: 8.79, 45: 35.14341};46.5
691;7.0139;0.2;1.9;{65: 7.0139};67.5
692;7.3845;0.2;1.89;{65: 7.38447};67.5
693;11.5412;0.2;1.89;{65: 11.54124};67.5
694;10.7343;0.2;1.89;{65: 10.73425};67.5
695;6.124;0.19;1.93;{70: 6.12405};72.5
696;24.2156;0.34;1.9;{70: 24.21556};72.5
697;8.353;0.23;1.89;{65: 8.35295};67.5
698;37.4042;0.34;1.89;{65: 31.1702, 70: 6.23404};68.3
699;52.3385;0.21;1.89;{65: 52.33853};67.5
700;135.3542;0.28;1.89;{65: 135.35423};67.5
701;9.8755;0.13;1.9;{62: 6.58365, 65: 3.29182};65.5
702;2.0815;0.24;1.0;{70: 2.08152};72.5
703;6.2622;0.24;1.94;{70: 6.26222};72.5
704;14.5306;0.17;1.94;{65: 14.53065};67.5
705;13.2608;0.19;1.91;{65: 13.26083};67.5
706;8.2002;0.18;1.91;{65: 8.20024};67.5
707;8.2002;0.18;1.91;{65: 8.20024};67.5
708;15.9901;0.19;1.91;{65: 15.99005};67.5
709;4.489;0.25;1.97;{70: 4.48899};72.5
710;10.2681;0.46;1.86;{50: 10.2681};52.5
711;15.5085;0.1;1.86;{40: 15.51};42.5
712;38.1354;0.13;1.86;{40: 35.2, 45: 2.93349};42.9
713;35.4316;0.33;1.89;{60: 23.62106, 65: 11.81053};64.2
714;43.4901;0.28;1.95;{65: 34.17076, 70: 9.3193};68.6
715;34.9817;0.35;1.9;{65: 32.06658, 60: 2.91514};67.1
716;22.1808;0.15;1.86;{55: 22.18078};57.5
717;22.1391;0.15;1.86;{55: 22.13908};57.5
718;22.1391;0.15;1.86;{55: 22.13908};57.5
719;3.9821;0.56;1.87;{55: 3.98212};57.5
720;68.4447;0.32;1.89;{45: 35.71027, 50: 32.73441};49.9
721;129.7459;0.07;1.86;{40: 120.69, 45: 9.05204};42.8
722;29.4157;0.38;1.89;{55: 23.53252, 60: 5.88313};58.5
723;3.0005;0.14;1.88;{65: 3.00046};67.5
724;7.7464;0.24;1.97;{70: 7.74643};72.5
725;3.8517;0.2;1.86;{55: 3.85165};57.5
726;42.5852;0.31;1.87;{65: 33.4598, 70: 9.1254};68.6
727;3.9049;0.17;1.0;{75: 3.90485};77.5
728;15.9301;0.26;1.89;{40: 3.19, 45: 12.74404};46.5
729;13.6798;0.21;1.93;{65: 10.94386, 70: 2.73597};68.5
730;13.6798;0.21;1.93;{65: 10.94386, 70: 2.73597};68.5
731;13.1236;0.27;1.94;{65: 13.12364};67.5
732;13.1236;0.27;1.94;{65: 13.12364};67.5
733;44.537;0.21;1.97;{70: 38.59873, 65: 5.93827};71.8
734;121.5553;0.47;1.85;{50: 94.87244, 55: 20.75335, 60: 5.92953};53.8
735;44.537;0.21;1.97;{70: 38.59873, 65: 5.93827};71.8
736;13.1971;0.18;1.96;{75: 6.59857, 70: 6.59857};75.0
737;14.377;0.18;1.97;{75: 8.62618, 70: 5.75079};75.5
738;32.9034;0.37;1.89;{55: 32.90345};57.5
739;15.182;0.19;1.98;{75: 15.182};77.5
740;49.7814;0.38;1.86;{60: 49.78144};62.5
741;42.2407;0.37;1.95;{70: 42.24069};72.5
742;42.2407;0.37;1.95;{70: 42.24069};72.5
743;6.6737;0.27;1.97;{70: 6.67367};72.5
744;20.8758;0.37;1.97;{70: 20.87584};72.5
745;20.8758;0.37;1.97;{70: 20.87584};72.5
746;8.8021;0.2;1.9;{65: 8.80206};67.5
747;8.0498;0.12;1.88;{50: 5.36654, 55: 2.68327};54.2
748;14.8647;0.26;1.92;{70: 14.86467};72.5
749;42.6699;0.19;1.94;{70: 30.47852, 75: 12.19141};73.9
750;2.4885;0.2;1.88;{65: 2.48845};67.5
751;6.9627;0.2;1.88;{65: 3.48134, 60: 3.48134};65.0
752;6.2549;0.16;1.0;{65: 6.25489};67.5
753;19.8618;0.1;1.88;{55: 17.02438, 50: 2.8374};56.8
754;26.2336;0.27;1.89;{65: 26.23356};67.5
755;69.0243;0.08;1.86;{65: 69.02427};67.5
756;69.0243;0.08;1.86;{65: 69.02427};67.5
757;120.6486;0.1;1.87;{65: 120.64856};67.5
758;120.6486;0.1;1.87;{65: 120.64856};67.5
759;11.9716;0.09;1.86;{65: 11.97159};67.5
760;11.9716;0.09;1.86;{65: 11.97159};67.5
761;178.158;0.07;1.0;{65: 178.15803};67.5
762;178.158;0.07;1.0;{65: 178.15803};67.5
763;16.4696;0.11;1.87;{65: 16.46959};67.5
764;16.4696;0.11;1.87;{65: 16.46959};67.5
765;9.2985;0.1;1.87;{65: 9.29848};67.5
766;9.2985;0.1;1.87;{65: 9.29848};67.5
767;7.0826;0.11;1.88;{65: 7.08264};67.5
768;7.0826;0.11;1.88;{65: 7.08264};67.5
769;1.4142;0.11;1.87;{65: 1.41419};67.5
770;1.4142;0.11;1.87;{65: 1.41419};67.5
771;3.6277;0.21;1.99;{75: 3.62767};77.5
772;7.9999;0.47;1.9;{45: 5.33324, 50: 2.66662};49.2
773;4.0237;0.23;1.88;{50: 4.02371};52.5
774;4.0356;0.23;1.87;{50: 4.03563};52.5
775;30.8729;0.17;1.9;{70: 21.61103, 65: 9.26187};71.0
776;21.8279;0.39;1.9;{60: 21.82786};62.5
777;18.716;0.25;1.88;{60: 9.35799, 55: 9.35799};60.0
778;5.8017;0.37;1.91;{50: 5.80173};52.5
779;5.9314;0.36;1.89;{60: 5.93136};62.5
780;4.1024;0.24;1.89;{50: 4.10242};52.5
781;4.4029;0.27;1.88;{55: 4.40295};57.5
782;3.2059;0.38;1.87;{60: 3.20585};62.5
783;30.4179;0.3;1.89;{55: 24.33433, 60: 6.08358};58.5
784;8.4565;0.35;1.89;{55: 8.45649};57.5
785;7.9999;0.47;1.9;{45: 5.33324, 50: 2.66662};49.2
786;3.7764;0.46;1.85;{50: 3.77639};52.5
787;16.3493;0.65;1.85;{60: 16.34932};62.5
788;22.4767;0.59;1.86;{60: 22.47673};62.5
789;8.5734;0.39;1.88;{70: 8.57336};72.5
790;9.417;0.21;1.9;{70: 6.27798, 65: 3.13899};70.8
791;7.4522;0.18;1.94;{65: 3.7261, 60: 3.7261};65.0
792;4.4081;0.2;1.91;{65: 4.4081};67.5
793;35.5541;0.55;1.88;{60: 35.55406};62.5
794;4.7081;0.2;1.91;{70: 2.35403, 65: 2.35403};70.0
795;4.1187;0.18;1.89;{65: 4.11875};67.5
796;11.3291;0.16;1.93;{70: 11.32912};72.5
797;2.2682;0.16;1.93;{70: 2.26818};72.5
798;38.5403;0.29;1.89;{55: 29.64639, 60: 5.92928, 50: 2.96464};57.9
799;38.5403;0.29;1.89;{55: 29.64639, 60: 5.92928, 50: 2.96464};57.9
800;6.7195;0.22;1.86;{50: 6.71953};52.5
801;6.7195;0.22;1.86;{50: 6.71953};52.5
802;12.2396;0.22;1.86;{50: 12.23959};52.5
803;5.8599;0.23;1.89;{50: 5.85985};52.5
804;12.2396;0.22;1.86;{50: 12.23959};52.5
805;4.3628;0.36;1.87;{45: 4.36282};47.5
806;39.3085;0.32;1.86;{45: 27.21357, 50: 12.09492};49.0
807;5.7263;0.24;1.86;{50: 5.72629};52.5
808;39.3085;0.32;1.86;{45: 27.21357, 50: 12.09492};49.0
809;4.3628;0.36;1.87;{45: 4.36282};47.5
810;6.9737;0.38;1.87;{45: 6.97374};47.5
811;6.9737;0.38;1.87;{45: 6.97374};47.5
812;5.792;0.36;1.87;{45: 5.79205};47.5
813;5.2889;0.36;1.87;{45: 5.28894};47.5
814;5.792;0.36;1.87;{45: 5.79205};47.5
815;45.411;0.49;1.87;{45: 45.41096};47.5
816;45.411;0.49;1.87;{45: 45.41096};47.5
817;74.9533;0.46;1.87;{45: 74.95327};47.5
818;74.9533;0.46;1.87;{45: 74.95327};47.5
819;5.2889;0.36;1.87;{45: 5.28894};47.5
820;18.874;0.22;1.86;{50: 18.87396};52.5
821;5.8599;0.23;1.89;{50: 5.85985};52.5
822;18.874;0.22;1.86;{50: 18.87396};52.5
823;45.0178;0.32;1.86;{45: 33.01302, 50: 12.00474};48.8
824;5.7263;0.24;1.86;{50: 5.72629};52.5
825;45.0178;0.32;1.86;{45: 33.01302, 50: 12.00474};48.8
826;11.7601;0.18;1.93;{60: 11.76006};62.5
827;55.5676;0.29;1.0;{55: 26.32151, 60: 20.47228, 50: 5.84922, 65: 2.92461};59.3
828;11.7601;0.18;1.93;{60: 11.76006};62.5
829;55.5676;0.29;1.0;{55: 26.32151, 60: 20.47228, 50: 5.84922, 65: 2.92461};59.3
830;17.3566;0.19;1.9;{55: 8.67828, 60: 8.67828};60.0
831;17.3566;0.19;1.9;{60: 8.67828, 55: 8.67828};60.0
832;27.2328;0.23;1.89;{55: 27.23279};57.5
833;27.2328;0.23;1.89;{55: 27.23279};57.5
834;24.4784;0.2;1.88;{60: 18.35879, 55: 6.1196};61.2
835;50.2425;0.33;1.88;{55: 50.24247};57.5
836;50.2425;0.33;1.88;{55: 50.24247};57.5
837;7.5142;0.34;1.94;{70: 7.51425};72.5
838;13.361;0.23;1.92;{70: 13.36101};72.5
839;87.7;0.21;1.97;{60: 81.65172, 65: 3.02414, 55: 3.02414};62.5
840;39.412;0.24;1.93;{60: 30.3169, 55: 6.06338, 65: 3.03169};62.1
841;3.1356;0.25;1.87;{55: 3.13558};57.5
842;36.729;0.06;1.88;{50: 27.54677, 55: 9.18226};53.8
843;5.7468;0.12;1.95;{65: 2.87341, 70: 2.87341};70.0
844;36.729;0.06;1.88;{50: 27.54677, 55: 9.18226};53.8
845;5.4611;0.21;1.91;{70: 5.46107};72.5
846;47.6201;0.51;1.85;{50: 29.76257, 55: 17.85754};54.4
847;10.2896;0.42;1.86;{55: 6.85972, 60: 3.42986};59.2
848;47.6201;0.51;1.85;{50: 29.76257, 55: 17.85754};54.4
849;5.4451;0.35;1.86;{60: 5.44512};62.5
850;10.2896;0.42;1.86;{55: 6.85972, 60: 3.42986};59.2
851;5.4451;0.35;1.86;{60: 5.44512};62.5
852;6.0463;0.31;1.9;{65: 6.04634};67.5
853;53.3214;0.62;1.86;{50: 53.32143};52.5
854;27.4943;0.22;1.98;{75: 27.49428};77.5
855;4.4064;0.32;1.0;{60: 4.40636};62.5
856;62.9015;0.38;1.88;{70: 62.90149};72.5
857;7.4183;0.56;1.85;{45: 7.41831};47.5
858;6.7011;0.17;1.89;{60: 6.70113};62.5
859;7.098;0.2;1.9;{60: 7.09798};62.5
860;7.8504;0.2;1.95;{65: 7.8504};67.5
861;53.7325;0.21;1.86;{45: 53.73254};47.5
862;18.5825;0.18;1.0;{45: 18.58255};47.5
863;26.8059;0.31;1.86;{45: 26.80592};47.5
864;8.1119;0.32;1.87;{60: 8.11195};62.5
865;19.7296;0.43;1.88;{60: 19.72958};62.5
866;19.7296;0.43;1.88;{60: 19.72958};62.5
867;30.9415;0.43;1.88;{60: 30.94152};62.5
868;30.9415;0.43;1.88;{60: 30.94152};62.5
869;10.4556;0.28;1.87;{55: 10.45558};57.5
870;10.4556;0.28;1.87;{55: 10.45558};57.5
871;59.6919;0.39;1.87;{55: 50.73814, 60: 8.95379};58.3
872;59.6919;0.39;1.87;{55: 50.73814, 60: 8.95379};58.3
873;35.059;0.32;1.85;{45: 35.05898};47.5
874;35.059;0.32;1.85;{45: 35.05898};47.5
875;40.2813;0.42;1.87;{55: 40.28134};57.5
876;23.6143;0.45;1.87;{55: 23.61426};57.5
877;19.8248;0.31;1.93;{70: 14.16057, 75: 5.66423};73.9
878;16.6513;0.33;1.89;{50: 11.10088, 55: 5.55044};54.2
879;21.3903;0.26;1.0;{45: 15.2788, 50: 6.11152};48.9
880;6.4167;0.17;1.91;{70: 6.41673};72.5
881;18.4267;0.16;1.91;{70: 18.42667};72.5
882;3.1698;0.31;1.91;{70: 3.16983};72.5
883;36.4046;0.15;1.93;{70: 36.4046};72.5
884;22.3872;0.12;1.86;{40: 22.39};42.5
885;22.3872;0.12;1.86;{40: 22.39};42.5
886;7.1792;0.11;1.88;{60: 7.17917};62.5
887;7.1792;0.11;1.88;{60: 7.17917};62.5
888;13.3623;0.11;1.87;{60: 13.3623};62.5
889;13.3623;0.11;1.87;{60: 13.3623};62.5
890;6.9891;0.11;1.88;{60: 6.98906};62.5
891;6.9891;0.11;1.88;{60: 6.98906};62.5
892;1.8564;0.31;1.89;{65: 1.85635};67.5
893;30.6528;0.25;1.91;{60: 30.65277};62.5
894;7.3384;0.36;1.88;{70: 7.33838};72.5
895;6.8093;0.21;1.91;{70: 6.80928};72.5
896;1.8126;0.09;1.87;{50: 1.8126};52.5
897;40.9259;0.57;1.86;{50: 40.9259};52.5
898;6.8071;0.36;1.96;{70: 6.80709};72.5
899;21.4685;0.19;1.86;{55: 21.46853};57.5
900;3.9028;0.18;2.08;{70: 3.90281};72.5
901;16.4894;0.2;2.02;{70: 16.4894};72.5
902;14.2883;0.2;2.02;{70: 14.28828};72.5
903;0.5298;0.18;2.08;{70: 0.52981};72.5
904;109.9494;0.53;1.98;{65: 59.43213, 70: 50.51731};69.8
905;45.5351;0.35;1.89;{65: 39.46377, 70: 6.07135};68.2
906;45.5351;0.35;1.89;{65: 39.46377, 70: 6.07135};68.2
907;115.9156;0.33;1.96;{70: 115.91556};72.5
908;32.4744;0.19;1.87;{60: 17.71329, 55: 8.85665, 65: 5.90443};62.0
909;17.607;0.31;1.87;{60: 11.738, 65: 5.869};64.2
910;7.7014;0.36;1.97;{70: 7.70137};72.5
911;22.3742;0.38;1.89;{70: 22.37421};72.5
912;10.7283;0.34;1.87;{65: 10.72833};67.5
913;8.4618;0.39;1.87;{55: 8.46178};57.5
914;59.8084;0.22;1.87;{60: 38.87545, 65: 20.93294};64.2
915;59.8084;0.22;1.87;{60: 38.87545, 65: 20.93294};64.2
916;17.755;0.19;1.86;{60: 14.79587, 55: 2.95917};61.7
917;17.755;0.19;1.86;{60: 14.79587, 55: 2.95917};61.7
918;9.0709;0.21;1.91;{65: 9.07094};67.5
919;9.0709;0.21;1.91;{65: 9.07094};67.5
920;20.0099;0.61;1.85;{50: 20.00987};52.5
